chnm,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28
dipyridamole,-0.7135110671160607,-0.48714571382891864,-0.4561136443116516,-0.7962290967245448,-0.5982525283522622,-0.12742896406200688,0.05546628248797387,0.4064457934864456,-0.23089681499321946,0.12866375004739505,3.4751920595177106,1.1849639656289752,0.04678862115454377,0.27353199962453256,-0.3560729494926573,1.3174872917821332,-1.4068832109208194,-0.46942205319471386,-0.3188704952400009,-0.9216509665756293,-0.8331774143339248,-0.780202527607268,-3.218209357430269,0.1712827894084042,0.5419717330015116,-0.8308410312607905,0.15011319133569864,-0.034625251547175905
disulfiram,74.2797651717066,-24.206691939130412,9.271817161239257,-4.441407415596863,0.10839725444693797,-1.4970881781287075,1.4926029261201734,-2.6486474371532167,-0.16406579114480457,-0.3376193744602899,1.742307995296246,-0.621770902230533,-0.08725932079083691,-0.15014895821611463,0.1506728706738001,-0.22194819184610168,-0.2042130385587807,-0.2550057378524277,-0.2250819173740108,-0.2906544551434389,-0.5384727165193751,0.05987344900258224,-0.09153536627799212,-0.11076768820386983,-0.12152834973289024,0.0023509967852601006,0.2483767923669028,0.022047448139932244
docetaxel,-1.3276521431677797,-0.71682786686406,0.09882953954235751,-0.3841591148654204,-0.3565625950148462,0.3041797853857001,0.09697245503195749,-0.20788570034039439,-0.14358072626960725,-0.23072548741272628,0.3132309665912369,-0.3518052260022448,-0.6229379981222284,-0.19663337223046598,-0.21898100639345028,-0.030687411678691157,-0.7070525919628919,-0.22420518490159005,0.24186218933269907,-0.4114130912767303,0.5744089373119585,0.25114344770406616,-0.46288492848374796,0.912848952668616,0.22483446908760638,-0.14523850329134969,0.03233852653131957,-0.40292071678668673
dopamine,-1.529445768800118,-0.7908369701570872,0.14282641565733192,-0.3840216589771712,-0.3825649480159421,0.2140958782225928,0.020171815660641787,-0.11779057225209279,-0.09698245716736552,-0.29022547230104395,-0.2858867712677426,-0.32755242735461715,-0.32382943272081877,-0.22560045590097103,-0.01942803153074149,-0.13997402919429258,0.014833221275177557,0.3430381361658398,-0.6217998777736253,0.2522156469457672,-0.2325601683723372,-0.08193067193179172,-0.04766145338043993,0.05667619035476182,-0.11275435743228478,-0.297550304552952,-0.08534662214407863,-0.040519035799913325
efavirenz,-0.6326518142267951,-0.1166457119861789,-0.3535481537257771,-0.40020960118982013,-0.5744256500138101,0.5690796039006893,-0.10619574734396213,0.19798661983534116,0.041136369370750915,0.17880612968041182,2.2835255219926123,0.5429091254635202,-0.7271056746146519,0.22046892589272482,-0.24454255728801383,-0.736967195251987,-0.9284026833532696,-0.8326761922589248,1.7638660195213942,-0.6218958764130489,1.401427092486289,0.9180793453452517,0.27400155430275946,2.138008506611886,-1.4532831202935887,0.02427936428850789,-1.0899623507019807,-0.6623091095763257
emtricitabine,-1.5051596284076458,-0.8814665400916614,0.1392987956992448,-0.35303900903341423,-0.32106386331504344,0.2038567343099929,-0.017572574962041284,-0.2134614854181946,-0.18505589718985435,-0.1551744859347381,-0.4180061225573792,-0.2882526597242052,-0.1731104372234922,-0.32174925586997366,-0.04288420479763737,0.05642875512782842,-0.2196011685181907,0.08346765663889383,-0.3199058227538552,0.0799570117566465,-0.1245021883102086,0.0018599488131825826,0.17286149289865235,-0.3731908637878306,0.023087141720938963,0.2389410330977601,0.26525087857199325,0.021373111088081015
entacapone,-1.1292460528690882,-0.5813622514676359,-0.040440769556729136,-0.6766297345707876,-0.38541312867957045,0.07658457207044199,0.08339044858241276,-0.1674091268377667,-0.01041035706038768,-0.17154169704588135,0.9665738167622834,-0.012501842255027582,-0.8132894692249281,-0.014166113707303824,-0.10256879001025748,-0.05643548386679483,-0.7816787196791838,0.21647216932575025,-0.04420584998053609,-0.30356049080597525,0.5984628624015783,0.22647442875339935,-0.9155182420958742,1.0148179137266766,-0.37717271417919357,-0.5916048101300084,-0.31210009649895526,-0.21196615991997073
ergocalciferol,-1.505218523090834,-0.881544680122569,0.13930925725811863,-0.35303266952670587,-0.3211019163281456,0.20379773867752835,-0.017499361099659744,-0.21342094846705578,-0.18512050185302398,-0.15529354765634115,-0.418127295861085,-0.2883751647916368,-0.17303989675716955,-0.3218893236625317,-0.042941896170261964,0.056467514887484985,-0.21950336403346052,0.08348394107022883,-0.3201650154176877,0.08003037055356117,-0.12480155331732413,0.0017446844453931052,0.17258738469823043,-0.37312436526777076,0.02318538657218955,0.23861584197532462,0.26515304216033203,0.021390922017904067
erlotinib,-1.1890872024019479,-0.27344328919212113,-0.30864158902840827,-0.7447286865536235,-0.1878318663304413,0.1275672675059677,-0.11259844749034179,-0.21887783998477145,-0.15303221565665612,-0.29027335488707795,1.071981061217078,-0.22150318430361354,-0.9324204717313281,-0.18528723925451956,0.2931872924222336,-0.017235041629900187,-0.5865367735582048,-0.025072051111605393,0.08623624437928519,-0.4300178440236711,0.9014858543994081,0.51381661512489,0.6709463923792434,0.26126679666640323,-0.3127181946401116,0.8474004721132498,-0.34218293526104404,-0.6098609150710802
erythromycin,-0.5976105609034088,-1.3784414488397951,0.19772081375885076,-0.9265980330527182,-0.4684736142740927,-0.2600640946212874,0.14688178719595077,-0.3074931477627777,-0.44027782764241125,-0.3589158008457011,0.11191439786376091,-0.23853639535737245,0.16591203310250652,0.3285028400573757,0.4217014979327012,-0.17068033739806335,-0.1962996888798788,0.07739698533631971,-1.4080804814737895,0.25878471700308836,-1.6290689059252212,0.18915297428405078,0.8516403856165512,-0.7061357227462519,0.569303841128569,-0.1161253223971458,0.1432743326299828,-0.040940148763594114
estramustine,-1.4491601928134485,-0.8478214750144283,0.07710883724763197,-0.3035537906281221,-0.19697272163451612,0.18905342016842536,0.06234842351955182,-0.2583728716781969,-0.12509303901296737,-0.22276251646039175,-0.19101716903569063,-0.3090819566694218,-0.3292405252912567,-0.15365198434815186,0.10652045255732923,0.1750288279118284,-0.4248484526556087,0.022748519766992766,-0.0025883851875985082,-0.20260034561136414,0.3032360200504373,0.043902838271507184,-0.07523152376922235,-0.25986709610548525,-0.06693164144314447,0.24852372777488124,0.4268723475500784,-0.15781790479782207
estrone,-0.995882353233741,-0.5710576979789729,-0.20649409926339493,0.15395017209031944,0.02018241596556208,-0.1345464609318878,0.8999814058937383,-0.35009948378645517,-0.5246135516761644,-0.5384874458172669,-0.44526967751000485,-0.9642224946278172,0.01901052467355624,0.44178979902956744,-0.20557612632961547,1.8859928508394739,-1.7038922724244856,1.9349997013322218,2.8073736149933826,-1.2104294981975077,1.127154432908712,-1.4659085620928185,1.2217272487661452,-0.9955462022476324,0.12312337808686658,1.113649867971777,1.2477837762768664,1.1168391419176669
ethacrynic acid,-0.27298017570738226,0.20221493473419802,-0.6551921229020379,-0.6625707914413583,-0.5961805751692844,0.4088974474946395,-0.6974908208383294,0.7690413222007866,0.05782894454795853,0.2625689487582541,4.330642566488634,0.8412774956827901,-0.6886100749974791,0.7173587487943903,-0.12704149830881592,-0.6885826665514851,-0.36130410551637254,-0.39921889682777856,1.808771043465137,-0.7327706619791049,2.6699708238292605,0.9384568823339785,-0.3339274365672032,2.241354508496178,-2.41449139208044,-0.6519790264957573,-1.3110461289994684,-0.44548068302883354
etodolac,-1.529374255100993,-0.7905371034259587,0.14281240047164712,-0.38408541473891805,-0.3825951766486658,0.21422519103156804,0.02009551809156177,-0.11770805487590136,-0.09671260400136215,-0.29022431829869927,-0.2854358140044873,-0.32738495757718356,-0.32421510473487486,-0.22517357392566642,-0.019279146595991403,-0.14037546983998822,0.015038331163078966,0.34344026367998687,-0.6218105360571632,0.2523635170550087,-0.23217098150647267,-0.08185121134641499,-0.04750796605614747,0.0572669427267041,-0.11316790812266901,-0.2978268496186538,-0.08574549495057464,-0.040656187788852834
etoposide,-0.06810816331721613,-0.32421425275122023,-0.30159986824264373,-0.9876988391054264,-0.2609234902063962,0.2520699153451722,-0.2904697189847181,-0.3082512998175637,-0.06792829564050694,-0.13141380834558627,3.0077207276855162,0.27709816110298846,-1.0948757350525362,0.3284864507335375,-0.2527403566731779,-0.843467766003201,-0.4780726442304764,0.3634989236121863,0.726317946128587,-1.3344027735481083,2.433794892397386,1.62198572740436,0.16432203190088923,2.49268423592581,-1.8214557648392358,-0.7286141285693185,-0.7915309818552826,2.693228789891876
exemestane,-1.3527902020928235,-0.8497251035147201,-0.02967149615581677,-0.33354085994556687,-0.29049292664785076,0.24454632381373329,0.14752351881108805,-0.19922676554408625,-0.22341624473685495,-0.41442261507794065,-0.1049117844732362,-0.581635229039104,-0.30695841710522875,-0.37001555417033366,0.017183955003579648,0.16116461152651168,-0.4648618949335392,-0.17815688953799097,-0.015901993551348297,-0.38583705337242047,0.13454902397525573,0.21236385713778666,-0.26679703488402656,0.02899241173967611,-0.12024138283530279,0.3110897909086882,-0.023240120274146788,-0.2362856800364572
famotidine,-1.506015653257531,-0.8874011032227745,0.15185693099507655,-0.3879930884332473,-0.4178087973691148,0.2032891623432764,0.053188811483609794,-0.20515247142629373,-0.1611080069924858,-0.15355898417713013,-0.36501937879954943,-0.35009858826693213,-0.3060738133360206,-0.4641109406440206,-0.3009612593787695,-0.0005235034035659509,-0.3315488162435702,0.020100597178557396,-0.483345805735728,0.05002920253758139,-0.3059442122035937,0.02882400825311254,-0.14824369210134278,0.18370141961499276,0.21414880515092816,-0.22535072266830192,0.058281038781193756,-0.08083980992044855
felbamate,-1.4757363353721833,-0.575152729905409,0.18181994955364886,-0.2918011792331462,-0.05189154155174617,0.37576857640794925,-0.213120514951817,-0.26070311528207957,-0.25196517188430484,-0.33754877622263707,-0.6416410527845291,-0.5294871459788115,-0.44317421315847133,-0.2107061969389116,-0.34453074674791606,0.7807035557364989,1.0568444010090474,-0.498539980184645,-1.4086748693050033,-0.2761159611681407,-0.42806561389787207,-0.8008685819481328,-0.271876197103933,-1.761770513743318,-0.35704742493691083,-0.8541674287548262,-0.1740735075762103,0.3994746899174717
fenofibrate,10.751746751348664,7.052863723928926,-4.053891896176332,6.759924104867976,-2.2727359374168112,4.832136345242126,-1.484577494517165,-0.8262385024597825,2.2512324274053475,5.299487174880711,-9.088270193120703,19.173344337549462,6.755247024734289,-4.828810470931321,0.4657645107311982,3.7814865043967156,-3.42941247027856,0.3961825899329589,-4.1333056930871415,-2.0408552719537694,0.8318075567626525,0.34179049233274555,2.0330073786788176,5.791074475267139,-0.4051630107549435,-0.10226412052966177,1.7978991803309186,-0.564877771960062
finasteride,-1.4441840366593686,-0.5479916286236176,-0.12643350705157622,-0.8867808633657405,-0.39366255707355596,-0.6267362102508599,0.19809177684659557,-0.3192775239034776,-0.6936184507672386,-0.3974610355310338,-1.0662328025823204,-0.7338633660251458,0.7551753356147349,0.33232276703377744,-0.4769235133413674,0.569785851632257,-0.436839143735788,0.8823768412726025,-0.1422077025479836,-0.1097798346079035,-0.3962263452554855,-1.0667134142345782,0.1931900646668345,-0.2038046793041491,-0.33611982264910617,-0.07467382763477419,-0.27025779189326726,-0.2924495535795301
fluconazole,-1.1157354750935633,-1.0723235157458226,0.2191645746675173,-0.25803156513617154,-0.558092587086705,0.3128328880781036,-0.0042673013991511325,-0.3661340819284637,-0.24932141676635866,1.0565543873570056,-0.568233559625755,0.1039892570185579,0.09228732180181796,-0.38502331302064496,0.3030637423782309,0.548612826686858,-0.16306897977792473,-0.5851272784927632,-1.4958788676178254,0.943693058664387,2.292223442048931,-0.6649106719872924,-0.3661558927809237,1.1820438189750562,1.1520766835680363,1.4510802980396547,-0.37310033353461663,0.9356468702593225
fludrocortisone,-1.5138810972034877,-0.8652818286612904,0.011881206871311913,-0.4015215755208528,-0.09975473175494892,0.06018649390420027,0.033662045978638123,-0.28222680764619773,-0.2978092344063063,-0.3825570693140788,-0.07797334475834075,-0.4640821344339175,-0.43191556545532256,-0.4080881610494255,0.11818564721216318,0.24496836663092889,-0.45800978662161146,-0.08954048520573236,-0.1486981270714532,-0.42192287403537027,0.4155713237045632,0.14051769065145647,-0.5567820474587434,0.04010233107257232,-0.4193704749681565,-0.2511930466202009,-0.031727038859393146,-0.38469304268500026
flurbiprofen,-1.3590786369103713,-0.8220889907732095,0.052888881965427896,-0.49362135241630056,-0.40077957739467096,0.158615270707491,-0.055701484678233576,-0.14848914552341672,-0.2323330346457453,-0.13457001954084918,0.1738723180454101,0.014875168264283006,0.003687538781381864,-0.35569130726165715,0.03364012018124791,-0.19587003373421888,-0.1741197279178906,-0.18892509103870408,0.26566609269101804,0.17176450556367204,-0.050269020292127806,0.06087188207094488,0.0899651841777872,-0.23561843060912338,-0.5563049748706402,-0.0023310904180511363,-0.10092156579872247,0.0761061245155492
flutamide,-1.1671955984624085,-0.8845211783581509,0.6260234257729381,-0.329199465999202,0.16539815577520325,0.10600313095177358,0.7876241798558514,0.0940535952583646,-0.5143059247532741,-0.3060963878024997,-0.2669533183365938,-0.5238534038785703,-0.027498127831727635,-0.4244317821875577,-0.029474419112090297,-0.27896938364108853,0.31980644799800406,1.1861298366547732,-0.5053516810535514,-0.23446412295123806,-0.14886692744064034,-0.7650577504350418,-0.5627667439621381,0.2806811674448071,-0.3022637000392438,0.29809600685603643,0.17670069269166422,-0.584045586115922
fluvastatin,-0.9646542909659828,-0.30730867334259443,-0.42010003427767745,-0.5821970690772759,-0.45353550501678574,0.25274783046107313,0.16639207032332934,-0.07149543307710354,-0.03248951586235821,-0.5141081076970603,-0.44444083166936604,-1.1132005069870126,0.050607572268317164,-0.8974402188576855,0.26819667018042004,0.672445767344364,0.7932996305821425,-1.6824182166127881,0.15155879377275283,-1.0069044162282992,-1.225164547946046,-1.1136348711024289,-1.2589196374381981,0.11929451861561367,0.13601660977942406,-0.4088565495468137,-0.021808181133745025,0.21608030124542937
folic acid,-1.3749752378283837,-0.1558197496663853,0.6297575463508434,-0.16436976547988535,0.11193434262616453,0.38827815711884855,-0.08302000808374532,-0.3561584315282784,0.8517280848543163,-0.18249334511993964,-0.8723983830306165,0.16804000932655216,0.094021232883838,-0.2625667632323155,-0.15740779284335674,0.8791698090728605,0.9315439003740528,-0.6895143603771243,-1.234620614103334,-0.9042012978375743,-0.4521395316310707,-0.9320654607864068,-0.24185941905114167,-0.4629194347635403,-0.055667648505561725,-0.5469444232174625,0.20163127735921493,-0.04497603876799102
gefitinib,-1.529458096316713,-0.7908886611218898,0.14282883159212809,-0.3840106687722092,-0.38255973721051434,0.21407358730745138,0.020184967819745932,-0.11780479658025401,-0.09702897440004885,-0.29022567122772824,-0.2859645071870782,-0.3275812957600532,-0.32376295065917415,-0.22567404172717237,-0.019453696284857165,-0.13990482893920295,0.014797864475321054,0.3429688175085089,-0.6217980405009238,0.25219015712706205,-0.23262725632340608,-0.08194436933098817,-0.047687911493508144,0.05657435658363851,-0.11268306965020797,-0.29750263377198966,-0.08527786453257673,-0.040495393568562556
gemfibrozil,-0.5281592059959128,-0.31020835453723977,-0.5677798447061368,-0.030046649109981678,-0.5821743647855532,0.49572026197163155,-0.5994501335770559,0.8301220278970495,-0.21195061513708444,0.01959440598163567,0.9903764132721793,1.8041531550081011,1.8479794154455917,0.13927062969509757,0.4243909321770845,-0.6786772772486916,0.22659303417599752,-0.8100566826839061,0.2818263599902406,0.1271902605961789,-0.941357173361403,1.2468041789208195,3.356091430071361,-0.2230974075798667,-0.910935901032967,0.6344563312063188,-0.26177632432098874,-0.02698787693628129
glimepiride,-1.4693017954185863,-0.9007938847806336,0.053789100125085795,-0.36485994352774553,-0.36223978746794816,0.24763677740898551,0.16890882490184358,-0.03717945381986782,-0.30139827110809064,-0.26605858834244783,-0.23684819325101694,-0.18552645725087744,0.10765434763647247,-0.5794291644434547,-0.08203792226854989,-0.00436239376450414,-0.17343076562874724,-0.1120717700046474,-0.466074038986777,0.29033092072766536,-0.5628000892772921,-0.04085079448962127,0.22763822490891752,-0.19959848707309538,-0.12346792662937606,-0.3137721728599496,0.07673024442634932,0.02642824441774226
griseofulvin,5.15289678235056,3.3275911664928155,-2.6664503382999736,4.91371512067376,0.25874079250379217,2.9161604661871805,1.5356362907942367,-1.4733369833139132,-0.3908708780569707,-1.2392206188200348,-2.2421806927804853,0.2588566611302678,-0.41579061922759897,-1.0792435125798694,0.33864562524253994,-1.7054163557858126,-1.4472156409565615,-1.2017763698888475,6.089936177254818,-4.9719075120883405,1.0821569664356716,5.293958875566304,-0.9918861315364678,-0.9242666368657935,4.578070611645164,10.009763191043476,-3.4543287764765833,1.4416341665143353
haloperidol,-0.1788935705034042,1.390812128481752,6.090974121395552,-0.6474430044638535,-0.46908617975032246,0.29735555876901953,0.35826884825320887,-0.8576731920004873,0.1388472220568901,-0.6601041009383255,-0.7555089658445636,-1.753585458523357,0.34647395386264007,0.8635993569651641,0.8542507035201348,13.477012701963153,4.836262187863995,2.3407980595140243,3.6883666548799527,9.866434873179543,-4.522701012853754,8.77323657016925,-2.1316800540795486,3.4400031565813216,-0.42240895374931764,0.9068294572183397,-0.6596601049497036,-0.33337792005393363
hydrochlorothiazide,-0.6449805603872822,0.49665243173850754,-0.23318331214476773,-0.06469043779439508,-0.6321805902156014,0.35141267596703557,-0.513880197970182,0.2941193027205159,-0.34551250352500557,0.18420169645309117,1.446881650068453,0.9247075880604543,0.9623988311235844,-0.09841906018469633,-0.2273808690250274,-1.1534418203257062,1.1384754891244775,-0.6373832562707583,0.8714123340721741,0.4328890938415318,-0.012402572524552702,0.3454350750036259,1.1990453318449348,-0.3069949032672676,-2.1751084424551292,1.1165076783067331,2.1253902877666597,0.3543444895162637
hydrocortisone,-1.4475097510020092,-0.7820004629418782,0.012463950820563263,-0.44378911382128916,-0.15308049482841396,0.1269177167233563,0.02089967354531516,-0.32021611339378786,-0.20013920907021246,-0.24507872196590136,0.11352794089169196,-0.3861891163514535,-0.64564418306142,-0.3907540944060314,-0.07425431070987729,0.1437542164549486,-0.6818077358687828,-0.17163403933232416,-0.016361554051385795,-0.5358055125094991,0.5759029019719352,0.2991792621250126,-0.5655125894003399,0.5218146383754056,-0.34047544142465525,-0.3448921862699347,-0.12739057622454114,-0.5074937165928004
hydroxyurea,-1.4048653575900947,-0.39554715329204687,-0.33149762926691934,-0.6524658017045918,0.046243474648297256,0.035024913670046065,-0.3485310435987801,-0.3305799150920654,-0.6442183127907657,-0.40352254567282714,-0.18014758334287428,-0.8482684029869847,-0.11022754661931937,-0.7752180891760636,-0.15421586167986087,0.29629089173333306,-0.4304000344105225,0.3123286178581323,-2.4672647591756784,2.2421916858849036,-1.5328878478783605,-2.5274794359035684,1.2285868741220254,-0.7035663890361118,1.6407522477226768,2.769149159786732,-0.7017351807069434,-0.37038220632289576
hydroxyzine,-1.2863241404672983,-0.7664261876492175,-0.02912646170889148,-0.3757643531442742,-0.34388129957847036,0.31136531339006873,0.13483554473112816,-0.2371867936149219,-0.1256962631192551,-0.2769773067040629,0.08663670530355556,-0.503806720903348,-0.5206662153808677,-0.3526232836483594,-0.17526864712932702,0.05993784649014176,-0.6887164768372064,-0.26031258644338834,0.11658200537277914,-0.49977696450614983,0.2948533814966087,0.37107662783764567,-0.2754459627230228,0.510731540890182,-0.04122775807825719,0.21767294925657496,-0.11886723180058754,-0.35906073179131937
ibufenac,-1.469018044478022,-0.9006017117462609,0.053520684609423816,-0.36491241793646945,-0.36223370378664527,0.24794266919828392,0.16919259302783038,-0.03682115378346016,-0.301515861980169,-0.2659901091000869,-0.2359685761111309,-0.1848587180961278,0.10820624032811166,-0.5796990985802016,-0.08196458947990541,-0.00465159205874119,-0.17361075281628316,-0.11266157910265047,-0.4656626482621727,0.2906800518108387,-0.563067276325345,-0.04060644032030781,0.22865001634941687,-0.19932913417744713,-0.12418020951197743,-0.31427343437590266,0.07651819100753851,0.02638623111980878
ibuprofen,2.659127074083788,1.1381048368325086,-1.9119482439459903,3.0906202887534797,-0.7583078458430907,1.7652290572245342,-0.5867028906190732,-0.09761472118993121,-0.13124723634941704,0.061047531893753386,-2.192940437326899,6.033031197927358,6.415314942236777,-4.842052587143987,1.7136848044664856,-3.7793877685060018,1.566061340041885,-1.2631361088104458,6.996244819168245,2.752478781829008,-1.614418902020469,1.0423418319178035,0.692099669584757,-3.4036947945527407,-0.04175246217979729,-2.595255192851253,-1.8316070433778862,-0.3410421515478432
ifosfamide,-0.7131624878418786,-0.8208585391953265,-0.14567693583470928,0.32977458617507843,-0.3293361386066558,1.0843766223884108,-0.1438848827576247,-0.36436491640195406,-0.19070038960803123,-0.44066204180297,-0.748800580268325,-0.32429642174189116,0.9649247584183462,-0.643235632164175,0.0037509654791091076,-1.165294928779763,0.3641596092499956,-0.47060629443676205,1.5989199514527357,0.3216732273827198,-0.3118914373485399,0.9924931808292834,0.5298736979529759,-2.080632418880662,1.0073240783370878,1.0300248287758742,-0.6224863809606982,0.29092075403349493
indomethacin,1.3902982689137928,1.7777453601548348,-0.7221242946034679,2.0210225311305563,-1.1245005271173785,0.014677683442271924,-0.47775095823917996,1.1167140089577594,-0.8050350914586398,-0.6554163106599603,-0.9487328880967788,3.376729038559581,6.83089369033637,-0.1871171968389494,2.9298924434496945,-5.644188676580749,3.07655591603407,-5.287896503233692,6.994812713632238,6.32028326681113,-2.2777078219802473,-3.7365469595039738,-1.9413558860829814,-1.8790624471687436,-3.5476453572477937,-1.1172883772219273,1.4150230463171358,0.36407398041462485
irbesartan,-1.4690652490026008,-0.9006336814613439,0.05356533794795069,-0.3649036883459649,-0.362234715861823,0.2478917813441059,0.16914538564430187,-0.036880760221561844,-0.30149629967951125,-0.2660015012388152,-0.23611490834466234,-0.18496980251854303,0.1081144280082107,-0.5796541926053799,-0.0819767890497715,-0.004603481317817351,-0.17358081032657385,-0.11256345904705518,-0.46573108681441955,0.2906219707106883,-0.5630228273534693,-0.04064709083715983,0.22848169573054422,-0.19937394345757717,-0.12406171483924888,-0.3141900450080893,0.07655346800362592,0.02639322041031512
isoniazid,-0.12192182593274942,-0.8171670209720099,-0.28757182407965076,-0.21953631135251173,1.144161058667366,-0.27324612788474995,-1.563263140288699,-0.7241939244687421,-1.0725214814398927,1.2116423858989995,-2.1656105117070905,-0.13244008027923332,1.5618798573332786,3.316545846738212,0.8080177808879637,-1.7449988772580802,0.9319422626408842,-3.5907917782142555,-2.164072558488891,8.251938300178848,4.570389168944702,-5.920401599698934,-1.71334573463873,2.921025532208493,4.274556691864187,7.358476679381728,-1.916932214020686,4.647275297700605
itraconazole,-1.529509728798435,-0.7911051631865749,0.14283895047602777,-0.38396463747690057,-0.38253791231059064,0.21398022419902013,0.020240054228211755,-0.11786437365387806,-0.097223806842386,-0.29022650441082,-0.28629009575174474,-0.32770220798145927,-0.32348449767100845,-0.22598224807164533,-0.01956119035614838,-0.13961499108918754,0.014649776309452097,0.3426784837434005,-0.6217903452811734,0.25208339575398336,-0.23290824701447335,-0.08200173941912793,-0.047798728463724065,0.05614783675010527,-0.11238448841719433,-0.29730296981634713,-0.08498988064777585,-0.04039637061703817
ketoconazole,25.474723641877336,35.48528404854734,-22.136669023385345,-12.665826286960401,-0.2765232866298804,-14.257449920149918,1.5837982048636083,-0.6290927420650959,-2.931412788903921,0.3053188278985852,-0.9723567414882952,-0.9131684770328726,-4.422265919258985,-5.547870743682169,1.3472659852795752,0.8533345842079568,0.005396362829320906,-0.6676426946326235,-0.10611906561071453,0.7456406280166988,-0.018746107022037946,-0.49077270205147905,-1.836399419540697,-0.7704233892481729,-0.7824788632219483,-0.31766072339223134,-0.7851191877916737,0.411075594558173
lansoprazole,-0.8743784006837535,-0.4763208898363262,-0.3348462346607156,-0.9541230307642017,-0.36133267510660577,-0.6175122381263902,0.027079226699117886,-0.3435787989907496,-0.4417072521178236,-0.3152493073331695,0.15451500734404777,-0.1213987220632165,-0.795198358695272,-0.6847585246647967,-0.2417486803799984,-0.11153906288891954,0.8344995177388452,0.021020124479914016,-0.9775223930689906,0.6004322675814873,-0.44167952030212426,0.1326195837591398,2.6138465953275607,-0.6916188482617173,2.024793229697813,0.2105754840852888,1.0791959939813744,-0.10994757386192036
leflunomide,1.7584955840910674,5.062220154363743,-3.8054028786074072,-2.098909526511361,-2.237912801089382,1.666931518428588,-1.9686955276173186,3.8899539144316413,-0.39486616514361605,1.8311399987909438,19.421263601220147,9.011657324114715,4.103921502353174,4.9437226689365765,-1.2603761359797547,2.918395711498011,-3.62099070663517,2.7116625800773893,-2.3747962967830927,0.817456645989496,-2.574066149279483,-1.520076753169918,-4.997496509966583,-3.7885713279348474,4.639722750522649,0.7570103006567571,1.4013854776415375,0.24769758929890195
letrozole,-1.4088221017062323,-0.8833951742134676,0.03258465417625084,-0.3831422400489297,-0.4148547245323485,0.25943803985096553,0.0674449850121641,-0.15421983720493998,-0.2835102783358516,-0.34672787024177343,-0.33224353009619,-0.5608291907955201,-0.15054621040465002,-0.5384743770018555,-0.13252885456818364,0.04230125482599906,-0.2592799603917359,-0.11742308928229893,-0.3337140868607469,-0.1028473558795011,-0.2939560554854332,0.1703818006348461,-0.018154247821813154,-0.08445322074304348,-0.03012332860935829,0.3016959590788928,-0.18534617574432197,-0.05678658364887423
levothyroxine,-1.450147834003202,-0.8337964385521531,0.16053765372551818,-0.3915368714888627,-0.4275353606172612,0.2522534957590936,0.029583015094953403,-0.12491954194381825,-0.30139386065492074,-0.30047712659764014,-0.10564852400520493,-0.40883053838034933,-0.2528188943434804,-0.3824855813397491,-0.17624021410539303,-0.04832252576810599,-0.2776191448770217,-0.08131833246224253,-0.2084308787683623,-0.0144890027151441,-0.014399327089025101,0.05045303064766107,-0.20559185954644685,0.3176625088705462,0.23593374257868013,-0.06120798085712516,-0.034143688353170144,-0.1006484149503228
lomustine,-1.5059460154266042,-0.8873137506109641,0.15185759373897,-0.3880374005193614,-0.4178648528385706,0.2033592241000064,0.05317545964359168,-0.20519229314695328,-0.16100547382892322,-0.15341468903495478,-0.36481858899651637,-0.35001683553204366,-0.3062979768267235,-0.46409273541845397,-0.3011632742627096,-0.000629753794315552,-0.3317835562605267,0.020014526309267436,-0.4832070696457536,0.049909902783244794,-0.3057762736335722,0.028990384116515677,-0.148252719754868,0.18420679271282484,0.21423184998594516,-0.2254489871980739,0.05818079317431131,-0.08096851675356595
loratadine,-1.5051891251287073,-0.8815056756225885,0.139304035250037,-0.3530358339647844,-0.3210829217266392,0.20382718702965463,-0.01753590664565757,-0.21344118295495584,-0.18508825368836304,-0.15523411662126174,-0.41806681080538255,-0.28831401497067155,-0.17307510784661195,-0.3218194072042371,-0.04291309885451654,0.056448167505263394,-0.21955218427295148,0.08347581250802712,-0.3200356364024257,0.07999375266181477,-0.12465212181238905,0.0018022199874061801,0.17272420897605362,-0.3731575587729978,0.023136346518657838,0.23877816488435508,0.26520187833651954,0.0213820314863333
lovastatin,-0.8658542933345165,-0.7417776040845355,-0.14389191131583878,0.2034374505203804,-0.4832835002183265,0.5759865186897349,-0.23850889017916416,0.3103069582508276,-0.09339849408159562,0.4019601638972856,-1.2753048233197783,-0.19890641838707662,0.8099492808211262,-1.276229856370599,0.17139703501506898,-0.06899620724996611,0.615078031706351,1.3199075717591733,-0.6213980997843974,-0.5087046986680024,0.025585435621611183,0.34849255357113873,-0.5435042487954291,-0.037741304559310636,1.3706917428499141,-0.08372739913676197,0.2647002943115702,0.2136437482850155
