chnm,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28
amrinone,-1.5161813813674112,-0.9368339970182363,0.08889769671952995,-0.2962160359842916,-0.240080859748642,0.12175962520147612,0.14599727506730456,-0.21225664777512596,-0.19861535270043765,-0.35865502987394904,-0.3286617523382665,-0.4487962015173912,-0.2491647506801473,-0.31296917148241354,0.041078954945204395,0.21948264004232168,-0.3137982682354355,0.04117930249055626,-0.2973877513609897,-0.119592656695049,-0.03711814282986034,-0.08741642089353978,-0.3882939420109781,-0.1838000888492423,0.04487695222402092,-0.1222050304378532,0.3156887093075258,-0.13791032597336988
anastrozole,-1.342281741389491,-0.7946554238219032,0.02107962738916512,-0.3902354423676186,-0.3713137490668501,0.3262361546860829,-0.01599256391226333,-0.20046015882147983,-0.20980183803475724,-0.21085304662049217,-0.19494469778892168,-0.42075970669535073,-0.2307286358624277,-0.37865742955807363,-0.06670183202104094,-0.0016633085030963173,-0.37020384020987507,-0.13520964625162019,-0.03933583326229599,-0.1855089994741817,0.04658701795840517,0.30068004145239996,0.2937838313448814,-0.16098045777513031,-0.14149975457915678,0.6707508019216806,-0.07266438045085136,-0.0767375611077705
aspirin,0.45470486167515417,-1.360615802650289,0.06235431846596059,0.017061745599834862,0.19608147702273565,0.053509339094678886,0.0162933438907348,-0.9707995072791626,1.2703424463526296,-0.5753010038192254,-1.1339718616264387,0.22006071986177597,1.2133258436386503,-1.6304919114787542,-0.17319753756343725,-1.980505045552213,1.8588891487926749,0.9527701635802976,1.1721207715322959,1.212913081449365,-0.8973418104112152,0.3722510475454176,-1.4711212170480752,-4.766500199157946,0.27701698282768067,-1.4305756397139022,-1.9264937284722008,-0.5526989511880439
atenolol,-1.4400579427213136,-0.5449478218232949,0.17183390262038853,-0.26042014472596187,-0.046192315301188475,0.3276366393535996,-0.18397689682733143,-0.22188956187747377,-0.21321348494240644,-0.2794792225036398,-0.5232126241582887,-0.42765453946779497,-0.34008425074991033,-0.15809660788105612,-0.24848564453057406,0.5102410730687457,0.6714242350911167,-0.3131732341464432,-0.8679547628963411,-0.16556541394062474,-0.24974241213522125,-0.4596259817684936,-0.14680810761857116,-0.9108302189403459,-0.17117302723243633,-0.37224650650263413,-0.07094130108817301,0.15982706035642144
auranofin,-1.0593208688334832,-0.48874110102433177,-0.19414633574233006,-0.5456635188731976,-0.2642178681839937,0.4762294589496347,0.08949154827219549,-0.13432311481743012,-0.3105709734401116,-0.285680841034846,1.1064425287436719,-0.25678279342647437,-0.6617056426608809,-0.44705986445246004,-0.1385360086299113,-0.16835298843648414,-1.066686146552858,-0.7880728673787222,0.8204149781379082,-0.851720181622574,1.1002018271125045,0.8665199076447351,-0.1416920508749777,1.4453900397598916,-0.6635447742227812,-0.024147970278332046,-0.7300450006576151,-0.762618349445479
azathioprine,-1.3345205567105234,-0.7240223853237432,0.150201507398673,0.02231378804777506,-0.10013030353008906,0.16073272105690675,0.15902380903897764,-0.2431592224423493,-0.39446688626902676,-0.2867821923459316,-0.8343212658200997,-0.0377838943259886,-0.20377455676853387,-0.2019845520615434,0.08973632982259236,0.01000909141069217,-0.09514929560966638,0.1457348309596344,0.04006566828165802,0.3048936626095461,-0.28329712951737435,-0.2897511743346118,-0.08500033453251704,-0.4210237200247018,0.46003730209991706,-0.39790259964247826,0.27854761691733076,0.0563546618820668
azithromycin,-1.5059459503007608,-0.8873136689181195,0.15185759435877336,-0.38803744196037054,-0.4178649052620834,0.20335928962230634,0.05317544715685183,-0.20519233038853668,-0.1610053779391096,-0.153414554089009,-0.3648184012163224,-0.35001675907623825,-0.306298186466174,-0.46409271839277827,-0.30116346318860576,-0.0006298531605089993,-0.33178377579122137,0.020014445815120435,-0.4832069398986806,0.04990979121318312,-0.30577611657610776,0.028990539712522977,-0.1482527281975991,0.18420726534169296,0.21423192765012192,-0.22544907909583092,0.058180699423836996,-0.08096863712120209
aztreonam,-1.3369274751392262,-0.9216817988123615,0.07282125077217512,-0.596018293144339,-0.3722791599843657,-0.06562115877549841,0.1485910012349687,-0.22817949126448045,-0.19306902406637366,-0.3319920918741001,-0.463160239072061,-0.5250399426829742,-0.2490655605249989,-0.6723760127802364,-0.004183176213763863,0.5097648787964075,0.21734708833344715,-0.5046557486402492,-0.6148537059962019,-0.41801177627322755,-0.8013956980759199,-0.5707080429757297,-0.7544576048889757,-0.0286947512331959,0.10644849853584179,-0.3829079026512859,0.11234648646836094,0.0641154914068086
benzbromarone,-0.5710798697760312,-0.0727620394702547,-0.37178224761903933,-0.8178831225532466,-0.5821159189294488,0.21049216940029822,-0.3033426514139752,0.19346041687458695,-0.16325366575069622,0.32786049636166953,2.919053562242687,0.9404034511280775,-0.81617331101181,0.04052233671002368,-0.3341654313322061,-0.7063807099833813,-1.0848072014172632,-0.6668420945846297,1.4413425674127642,-0.5342434796309701,1.4966414637927734,0.912340032299435,-0.3786092186390088,2.4012521090299335,-1.9155317077988254,-0.7588420975443461,-1.5533210090251062,-0.5008113567902898
bicalutamide,-1.300521974742474,-0.6652902404147684,-0.12194115895654117,-0.2525641612166607,0.03043673296420278,0.09513405724287692,-0.1619090242260994,-0.4236018870644105,-0.25815525297658903,-0.2715022231247122,0.09934547696924814,-0.16624449300250424,-0.39646820464753424,-0.07678361940477604,0.03548651209461488,0.08782074264659953,-0.05409493513401654,-0.023190977399794147,-0.0003895424158743764,-0.7229277381847343,0.9608408940004269,0.6304145448309793,0.3036125653041146,-0.13500475058521996,-0.5731730526599109,0.40734210783850466,-0.03720346609653756,-0.23915562188694325
bisacodyl,-1.2153276166271108,-0.8051747112066726,0.011461375102312078,-0.5880774663508344,-0.30146664062750533,-0.013400051397577363,0.21561092701990614,-0.3107670048094132,-0.03587018477781399,-0.26238197070499725,-0.04571280132825585,-0.46797527962441327,-0.6177397265541884,-0.48660813011040943,-0.04698300515722842,0.5264535979306756,-0.211571540882877,-0.6457395493281972,-0.1658497836464677,-0.8124799567066033,-0.21350239324973788,-0.3696183943000808,-1.0096383453650528,0.5640809366585955,0.09541895606382411,-0.4661069422605186,0.17877201104903886,-0.2373345719100353
bortezomib,-0.0752377068555418,0.1832133186406333,-0.6805507612370262,-0.8241236626715825,-0.7130816131301134,0.5020720539036457,-0.2011304408479814,0.40394597905461394,-0.028216350742663498,0.2444146130673536,4.03163720516231,0.8400501537946846,-0.7397824332724121,0.3118553717540152,-0.3092459824012702,-0.942104043983052,-0.7753579728880637,-0.4619718032974563,1.9900675788078885,-0.9001576591117025,1.8287381780820098,1.228360120051638,0.17071480475296635,2.8749612582716333,-1.951795698705637,-0.09585593894805085,-1.314328617296159,-0.31964010879200216
budesonide,-1.513955969452672,-0.8653696184553548,0.012009779304884038,-0.40152225885882087,-0.10000313632794826,0.06024347602573861,0.03362572089657161,-0.28212520220219245,-0.2978273925522193,-0.38245381663877803,-0.07842407074964333,-0.46404548315560057,-0.43159924695976437,-0.40825067281211963,0.11794259778106585,0.24479722197517886,-0.4576525383809461,-0.0893810820482717,-0.14920513884321565,-0.4213677422679633,0.41473399722438253,0.14032348623515858,-0.556353780102562,0.03981706971665979,-0.4189691714438183,-0.2511269344187789,-0.03172714715938416,-0.38430740851014483
busulfan,-1.505383316058297,-0.8817633234172404,0.13933852970238328,-0.35301493097941833,-0.3212083923054412,0.20363266324431673,-0.017294501696601003,-0.2133075221930962,-0.18530127189166512,-0.15562669376312072,-0.41846635037693447,-0.28871794571001885,-0.17284251777247725,-0.3222812467688652,-0.043103322159451805,0.05657596840936468,-0.21922969771254153,0.0835295064696495,-0.32089026132963255,0.08023563549733354,-0.12563920529550893,0.0014221636984839492,0.17182040368554582,-0.3729382960360654,0.0234602850808317,0.23770592605154806,0.26487928650479803,0.021440758706419438
caffeine,-0.6908179338010534,4.321747123033122,2.842316382320899,-3.0659180423894674,8.681445086531202,-5.180710942293894,3.0967658807328164,-4.1058165906469535,29.763498753566243,-0.9246223895355972,0.506530617335277,-0.7008418612136833,2.2875305282311764,1.5474063389958812,-1.8448302496880142,-2.5634815401900037,-3.295750142215177,2.711932199493559,0.5528889672562584,2.307186029110913,0.5991285053255707,1.0766068641036906,-0.18294693773243773,0.1354385431811963,-0.2547416298926124,0.6042445859990501,0.11824739106788915,-0.953209915727143
capecitabine,-1.5059486650260137,-0.8873170742272458,0.1518575685227074,-0.38803571452088,-0.41786272002459873,0.2033565583709509,0.05317596765808546,-0.2051907779991358,-0.16100937503902726,-0.1534201792163455,-0.3648262287023537,-0.3500199460826638,-0.3062894477923652,-0.46409342809590076,-0.30115558794465513,-0.000625711150123328,-0.33177462480757736,0.020017801157457216,-0.48321234831479204,0.049914441933220866,-0.30578266340663246,0.02898405380175111,-0.1482523762682146,0.18418756413772658,0.2142286902731427,-0.22544524840212715,0.05818460734682748,-0.08096361968045296
