chnm,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,classificn
dapsone,1.5550519185016145,-0.48628838111295475,0.6617004063059772,-2.4165232229228604,0.5023884162765232,-2.1446277649815,1.2552844720636693,-1.1342910058036824,-2.152339131490102,-0.09720981566964025,-2.200561633840322,-1.2816204326230936,3.2266164856466824,1.280342818550658,-1.0540305716037621,0.13592275145026814,0.018252687650598502,0.045563670489693724,4.429784243570752,3.418836539071533,-2.583721318997184,-7.146962489865855,-1.1366994044239358,-3.816305594044774,-4.449326867981223,5.003040504757321,-4.698287837797694,1.0970393219099406,6.442214626516137,3.5795829377656805,0
dasatinib,-1.1577101225282196,-0.6975800322030524,-0.22037282025262522,-0.19381855333598985,-0.38619610293649237,0.23223973202550358,0.014959830791508175,-0.1819707170385825,-0.22807666483451625,-0.23404853879613485,0.40533123651300745,-0.3556826905503283,-0.4756895130510594,-0.15572269751098505,-0.2486564390932062,0.5217692323273301,-0.7121589905977266,-0.38657926725802755,-0.499462068110223,-0.5833062726025984,0.17332221605676032,0.11379630970991086,-0.4245180919966572,-0.4443786265211444,-0.18615708912360635,0.18385461740160777,0.26621475954810886,-0.525041655232292,-0.15221083533007843,0.17188810842923377,0
daunorubicin,-1.0786278338849713,-0.2834214677056674,-0.10350424112762863,-0.7128104674662558,-0.27001122085544366,0.3745473589025017,-0.08658738562372638,-0.3781435303764708,-0.2240836809403571,-0.3349406367955727,1.5820511451719295,0.2415138483231093,-1.026589303747027,0.1038422074553362,-0.16011215592484204,0.5090637454874788,-1.805935489690407,-0.7329930516381234,-1.1949832348549565,-1.5621398625850484,1.3474553232383881,-0.09571303323562079,-0.5293880689326813,-0.7091145363804021,-0.9771629188832277,0.16021510362326266,-0.972227619592137,-0.35066582340401564,0.16939342735137877,0.11013363055491625,0
dexamethasone,-1.4923350316911117,-0.8373215986999687,-0.03438467687194628,-0.48303592808263757,-0.07363218050900654,0.12771860253586229,0.058173357394316914,-0.4671158933115304,-0.31726164240011384,-0.3820157370619519,-0.019836562504363966,-0.4975951305005734,-0.4458347018192356,-0.35807656535650423,0.14065900398726702,0.5306687665544202,-0.436451550046074,-0.3807030621653225,-0.06922133889999042,-0.4804782441930395,0.32089827706516105,-0.07136971755093459,-0.4119345408247415,-0.0199941790164394,-0.30791028245017565,-0.303089507198328,0.31292235840248306,-0.2598721067951788,0.3683371455993487,-0.4853329539729206,0
diflunisal,-1.3742921059572366,-0.7909663556293778,0.02506526137169394,-0.4176428376575401,-0.52830354193988,-0.08438666275125067,-0.3883911481494135,0.5352002098678319,0.056868349632173694,0.6767419957433634,0.31809394409635033,-0.20357417826887456,0.2018411980149077,-0.46821416715135633,0.22389535915322928,-0.8630777787891041,0.06371892515609696,0.35780225568104684,-0.28465432549909864,0.8999611185100983,-0.35982869774823373,0.36670579550799315,0.47527124636795326,-0.14267250018887337,-0.8088158469730097,-0.3466056970798991,-0.3574853046958647,-0.5505970028114086,-0.9245881735635618,0.4843652066269637,1
digoxin,-0.7647129557183608,-1.028772457557234,-0.024208696894583492,-0.7154045208543856,-0.36670881953152684,0.2683069364134294,0.39198240653713917,-0.430060597580073,-0.4105630778723436,-0.5000793828898764,1.0905764320181348,0.159943447697188,-0.4123914872972197,-0.5076736663801952,-0.40013146205056677,0.4166249032297166,-1.2626952738211348,-1.1510982990639589,-0.8341198318525673,-1.0392470441267865,0.7952385218149813,0.4485274008701197,-1.0057684676866292,-1.0793008147278316,-1.3975686138739931,-0.5310466700223057,-0.6984345626425781,2.976931757079996,-0.764827846523763,-1.2582571127519095,0
dipyridamole,-0.6958393827942015,-0.45134772930046096,-0.5174515080297035,-0.8627320852881325,-0.5406511163225987,-0.10063014100514116,0.05853632837216824,0.21104298586154482,-0.34324151737691255,-0.14100469114017805,3.530354434044259,1.2059054802913165,-0.12359755082556903,0.2525492525774052,-0.4054605023723739,1.4539565259955938,0.015660700386455256,-1.4141294466938863,-0.13386808635649403,-0.10662073180661533,-0.9205456816089815,-0.5342147847967458,-2.994245560358611,0.4116698134739898,0.40316962951998875,-1.5919616186321341,0.707586547174427,-0.8213623218745529,-0.27761667502952375,-0.7981579508753962,0
disulfiram,74.27628140856764,-24.38331780836321,8.90975111651464,-4.481963169145268,0.28291197591437006,-1.4021209982713514,1.6707703666201303,-2.6344320479599146,0.0158190878420047,0.08444873882191967,1.7178746332675083,-0.6463644384929388,-0.04380684336119253,-0.18797541158433537,0.13957245937264162,-0.25682392257865483,0.17832827098330042,-0.3740495177464895,-0.05331814690068458,-0.07351958033725683,-0.5516028209222537,0.27088179565771836,-0.08243127862110247,0.0009524227138104402,-0.13446929585650402,-0.11430558172744144,0.38489639279772225,-0.2778147598126135,-0.21591657603750097,-0.2216225328536695,1
docetaxel,-1.329118514202672,-0.6571989419330754,0.021312727176382332,-0.42783460188552314,-0.3585323039502572,0.3569071613330026,0.2451164959826224,-0.42049792312760675,-0.4339048026223027,-0.5036688205514149,0.38443429800882395,-0.3090097992691593,-0.8003838982965258,-0.2307938424583746,-0.5571346106204512,0.8501169696303116,-1.0781551357125547,-0.9643008415755671,-0.4264593787795457,-1.2250590234623067,0.7415151144797448,0.1289797041400012,-0.9462324027553327,-0.7340018527660954,0.022475150471495012,-0.3205879807126638,-0.5675204766453104,0.001099489277212012,0.6786527692490864,0.15532786614791003,0
dopamine,-1.5372419852857147,-0.8222681925361345,0.1539051950187176,-0.38978812818588915,-0.2838926651475682,0.228589016602314,-0.027553985880561297,-0.23432345866313967,0.08108625965950317,-0.20265111589382356,-0.30936431614895143,-0.40219889995050034,-0.4228086681702764,-0.18774274422925633,0.2152080717998833,-0.5859281359777893,0.4824408482213576,0.04948266724109292,0.7123774293003667,0.607076465293114,-0.07990533453569466,-0.0491912180324279,-0.03570252729006812,-0.03167759204017614,0.20520884111759405,-0.13272746063200233,0.37939605996181086,0.0610084799772731,-0.422736478172194,0.4470433206924188,0
efavirenz,-0.6286232333465972,-0.08910926187089072,-0.34374491145776925,-0.46976773082214035,-0.6408277712976826,0.5730293900600003,-0.07342768560712992,0.2390179302992895,-0.0904107514255703,0.0046026560654122625,2.2763295279491444,0.6446213712015242,-0.5772710032759091,0.21393896213639113,-0.4506188040602458,0.28402340401963205,-2.000054791511835,-0.593293294490815,-1.8900059172669061,-1.3252991859927026,0.9810547420384129,0.25204608771958675,0.062497163591201645,-1.1650090364759131,-1.1087781902554663,0.6355268231658621,-1.0798855120594413,-0.7624117182683002,-0.5322342441266378,0.7853641256153786,1
emtricitabine,-1.544962395125908,-0.9126167348185802,0.18021901935667223,-0.3027883746947331,-0.26297693598233157,0.1976949160374348,0.014309586955203384,-0.31443267171461725,-0.08490559689566474,-0.14835514065537392,-0.4916393528620109,-0.2882619118748372,-0.3485770916569381,-0.25174308595946376,-0.02235431830092301,-0.15509099276565208,0.5677442047434363,-0.44801426356485485,0.45153568361069585,0.3069934941984662,-0.14141824892070576,-0.1841802574010582,0.13040903143949964,0.40386275661143295,0.1866062828280045,0.42949004623108095,0.2587708058113622,0.24782365261144565,0.027216602006233315,0.10678917602077896,0
entacapone,-1.1434484836765022,-0.5827824591780442,-0.026814389095710614,-0.6762506226663909,-0.3690535726887761,0.08235139264725216,0.16845221375094274,-0.18849749910614982,-0.058404849542293566,-0.2549353826993269,0.9149251360053643,0.02790127135763857,-0.8055947986954881,-0.036500142144985114,-0.24702007181659438,0.35437281392151926,-0.5515981426817865,-0.8192157815715505,0.264700852200733,-0.55690013439436,0.44141478904370635,-0.06681254247918404,-0.8842974521532401,-0.15735520688871335,-0.26472553728332254,-0.3123018069441968,-0.4671817414333587,-0.08124308041036657,-0.21465543331920725,0.3366156582546249,0
ergocalciferol,-1.4755853408188948,-0.8228725275163188,0.11519687825466368,-0.4802258021356596,-0.4469306994298518,0.2576201863116448,0.08305747460438942,-0.17927952480410572,-0.35097443557213254,-0.1888799915000425,-0.4034255167071278,-0.20774309878524017,0.0826302288687294,-0.2844202058262167,-0.2416831245286398,0.5056040574584915,-0.2974079575503485,-0.22395392219688146,0.18419449797019188,-0.24322774044292442,0.033216558723983734,0.2763393921437549,0.2886356531431079,-0.07084904201792826,-0.3921656533422983,-0.07684003072322605,0.0489446407528611,-0.4309642953153796,0.19151257860872234,-0.6476513045835413,0
erlotinib,-1.1621619476478977,-0.23831568427341737,-0.3501782608193359,-0.8322405937434848,-0.16463898001153282,0.17085187645345917,-0.1161622611022924,-0.35151221928903015,-0.18479070823445923,-0.29237172834034486,1.1323173955485153,-0.24509088983946967,-0.8671912783101373,-0.1718960558701603,0.3200537607782911,0.37471056892625204,-0.8961022847537036,-0.2759162046152437,-0.27888159963670645,-0.4970868589087694,0.55582566349176,0.1834503165152797,0.9085100999312105,-0.3388609256264221,-0.061355395743200106,0.7191597293015591,0.08816493186987848,-0.9713686540453976,0.2905106856657965,-0.6633151887176584,1
erythromycin,-0.5813016506863807,-1.3544930618220765,0.06915060188990516,-0.9329647678471974,-0.3564542624073226,-0.2579109937457142,0.2373548605152965,-0.3730895598382248,-0.5971158799145285,-0.305264030456527,0.18338522497836518,-0.34881140336555977,0.09041199605264293,0.05779242629761618,0.36812838529888664,-0.3628536922325098,0.3350392088901878,-0.47716848052563493,0.6885247017138296,0.3647067149452566,-0.8990422114820592,1.625768292817613,0.5500986206548085,-0.6130032319730195,-0.10582746282755946,-1.3594489977210957,0.2736539222578066,-0.9033679981904581,-0.09585445418877885,-0.47968339526095294,1
estramustine,-1.4076224966146977,-0.8072027419183833,0.004529927548303907,-0.4108307945984369,-0.21743862752240817,0.23992557232462522,0.09731372835716849,-0.2529861078071455,-0.2155563639824965,-0.17742107884888061,-0.12649938560639656,-0.3332468799928572,-0.13754563630779562,-0.21495187992724724,0.07750941492972288,0.4738607291070309,-0.650678955687307,-0.10782543503058574,-0.13853488961815502,-0.1954866068278161,0.11902762393585481,0.13034094829741177,0.2786115505971873,0.09631802298269942,-0.17802687147563365,-0.1746596710175468,0.6073196013961445,-0.5749574947215332,0.1893023168002067,-0.40117131054458743,1
estrone,-0.9656670745413302,-0.5407684072634342,-0.2307176895028032,0.0362197445575497,-0.01373060277794892,-0.012205487853690532,0.9206875728258797,-0.45030016851873006,-0.4833149063470365,-0.3706805875465029,-0.378037483448911,-0.9934641871706854,0.21642681404938838,0.543122181821142,-0.11742769900702858,2.436141584621823,-2.8279397136230986,0.6687423563860517,-0.23090480003953795,1.0325673890339562,-1.0849353925792373,-2.456149518978044,1.8885888543802765,0.8677393610227626,0.471515137608735,0.8460441904275007,1.7619374963381376,-0.24784800930242096,-1.2027921246044966,-0.7925211609510168,0
ethacrynic acid,-0.24182685175662455,0.24004564235362313,-0.676807109891898,-0.7792362394484492,-0.6143740891556969,0.4032643493223434,-0.7849750747102389,0.6465744024512575,-0.04579771209475836,-0.0249692571603942,4.397024653738539,0.9145565346723651,-0.6300116560405896,0.764176083405942,-0.1299720657884694,0.24304554561773353,-2.2843772447757162,0.19586983013463558,-1.6579682810868486,-1.7068755151524682,2.0077855061199963,-0.333534194718866,-0.22338504135287748,-0.9457244194710196,-1.586664885862808,0.3098561471489641,-0.4264712161724535,-0.395872838660539,-1.0472292120624522,0.7156579876224398,0
etodolac,-1.511531477264841,-0.7902343736864854,0.11409674047685028,-0.43140638397252723,-0.36519043056912237,0.21258200953508027,-0.044480908289589574,-0.11176114667663996,-0.031939879245536665,-0.11735565117094726,-0.2596309296801384,-0.39303860410900104,-0.2509766260038535,-0.24083144608047988,0.10817292491896491,-0.3279254587818103,0.10250175505035562,0.12311900140086887,0.5412442012454913,0.39633972608707513,-0.02443395652314676,0.1966808629063901,0.049323033385854115,-0.27344303870562914,-0.08822126911098577,-0.37963909311829236,0.23064514154084523,-0.269224243021999,-0.37022442661416305,0.1404165454158537,1
etoposide,-0.05368185074843094,-0.28416196701321705,-0.37276360220221616,-1.0505876418333517,-0.17859690877312004,0.296250293829328,-0.2642622216608768,-0.5905177200312712,-0.19290803254096936,-0.3558116236359126,3.1002454403360518,0.2794567469610606,-1.2893250555273423,0.3116782270712313,-0.34677990132354003,0.24060867869545838,-2.3476207942844987,-0.3212786094840197,-0.4421628462725559,-2.464108063471049,1.9207709403702928,0.40541645496973955,-0.2257397923867381,-1.3603518465697706,-0.7291533357360541,0.7658398552338803,-0.4159056937243874,2.6730357471980444,-1.5762251634476236,-0.8602551333804311,0
exemestane,-1.3190507225925652,-0.8163293028100945,-0.06528451202646583,-0.45516621799391743,-0.3109868199268329,0.3157748675232753,0.15157838587550576,-0.29391860891451776,-0.23223323738431587,-0.35342901300926843,-0.05568274439120316,-0.60036601215256,-0.17603769123808397,-0.30966728815925554,0.05480327716278654,0.42393852783946057,-0.45145376354604444,-0.26242557467089705,-0.23155284995107012,-0.2811031799109491,0.022760797420273923,0.0954836012033047,-0.07478056496584352,-0.02215419530115736,-0.022556866200892815,0.23128196806272966,0.208291723754676,-0.36220390386244034,0.23318120979957327,-0.21918929681138447,1
famotidine,-1.536694015824597,-0.8978842328158015,0.17293482890762096,-0.36863557585858486,-0.3727518856633497,0.2193695917772345,0.1159192386472733,-0.34648563273741856,-0.134155224164991,-0.23010273741743298,-0.411824449180628,-0.3335264063816014,-0.4939767208335449,-0.3965285326981261,-0.3496919822058265,-0.019540331176634625,0.3986859516563019,-0.6704397583596244,0.4629580842025642,0.034154178981412035,-0.05163475001813878,0.007555336156316225,-0.464988689385333,-0.10377960323287076,0.2854053283394033,-0.0324602236351872,-0.15527564641434966,0.4008704038347213,0.1633920111404242,0.36155578462574245,0
felbamate,-1.493258571867409,-0.6384824055348827,0.17331554540705527,-0.19008935670765909,0.10147341464765601,0.3092930521629961,-0.2502290110736645,-0.18056587060630655,-0.0670733757219867,-0.04749389610571049,-0.7186561954272603,-0.6797708460884572,-0.48858259754605726,-0.4178917481706826,-0.09833992668151834,-0.5800578489535643,2.6255618352296874,0.4639707870864831,0.6943554596696825,0.5752285256294137,-1.0794220746656162,-0.39331919458921166,0.6896326598851105,1.649614224076132,-0.2598029456602487,-0.9938998606735884,0.9667072974183326,0.29305161612210157,-1.8184309377172891,2.7548573059082346,1
fenofibrate,10.763805203999025,7.128943132996482,-3.900958428568345,6.605073098046872,-2.662247252660788,4.823520305574861,-1.6451338754944007,-0.012179739899787982,2.3487561299953565,4.312893051703574,-9.214025956958325,19.435282787040624,6.56310689827164,-4.682666022284234,0.14668890891749764,4.854223223658055,0.2999014681330919,-4.07188152680793,2.6325788444872043,-1.957305071907684,0.8095514154434754,0.7319638970141691,0.4751186822413366,-5.697132842719814,1.3440578208968406,0.6507953667375553,1.7474683864991893,0.48965281362261864,0.47675658340909727,1.3589650462018399,0
finasteride,-1.446195576980228,-0.5198372557579133,-0.12147636227106343,-0.9284950215728772,-0.4148868341617944,-0.5827346475572773,0.3347227015945328,-0.42876159329773056,-0.7560439871132691,-0.3535611935626896,-1.0867107427094604,-0.6971055085310041,0.7650119315517334,0.40927632526467955,-0.5991045607185527,0.725998210158399,-0.16100376979970105,-0.2389623348554958,0.8976442529601621,0.3441750604426281,-0.6100713538296604,-0.8607704508771092,-0.03046901335218898,-0.2421100437282261,-0.5707582374582543,0.06516677543492155,-0.5622005524598395,0.3190866983989477,0.5344267353875446,0.4510965972651627,0
fluconazole,-1.1419317594596852,-1.0847257454945098,0.24135150352242796,-0.24321580206850882,-0.5409005808724299,0.3051374681508559,0.02182131437264124,-0.3363756348069114,-0.131177054477041,0.9513824182227947,-0.6172204633274233,0.20073523265698684,-0.14519887741755982,-0.2507724342542798,0.1733627317490459,0.5506100580148663,1.3913767187665347,-1.1884187727401403,0.7056723070129761,-0.41577560634829436,2.5503220760643246,-1.3663216542158636,-0.37990826518869025,-0.42642639489845574,1.4198881056851826,1.5575438154831875,-0.6419435179260654,0.14652156607613204,-0.9922628698244891,0.477780415850557,1
fludrocortisone,-1.5259721659555863,-0.8484171362440333,0.014218653889189404,-0.42480688087303514,-0.10663200930831991,0.10602326689143056,0.1376981066869519,-0.43648188666512266,-0.36911826537807846,-0.45691888509957507,-0.09563509445823291,-0.4290934431543139,-0.48523675207590466,-0.33619971324898645,-0.03466217009502959,0.6515058266627941,-0.1764330794453479,-0.6937155722995649,0.08054414260003855,-0.7072890107772752,0.30688631292053953,-0.15735660374368132,-0.5363242923347085,0.13554827392233088,-0.46427809649530677,-0.1398643837720399,-0.14614110794212787,-0.05360058307065994,0.5301956854490968,-0.4602219210998215,0
flurbiprofen,-1.359112821328672,-0.8137301253261269,0.07031498922081554,-0.5328137933134627,-0.4653546676542633,0.14923329308541314,-0.034197164008672606,-0.07023759884898116,-0.24373935367007846,-0.03091776823870679,0.13244972201506622,0.053963610743555046,0.16470424335502723,-0.3239106339725652,-0.03309691909717487,-0.06368511821107672,-0.10077518284121559,-0.14139461805238268,-0.29692372137971346,0.13229707420601058,-0.06118676754009912,0.05845812546801987,0.23714246106572526,0.19452913930299737,-0.6993846544451875,0.16155509648736144,-0.1562201633108922,-0.14650583768148,-0.22693327909108704,-0.16944099970365,0
flutamide,-1.1436812264546101,-0.8821091758070027,0.5938292370365815,-0.3931649911457343,0.17702932249580045,0.16833507146169793,0.7854500997971032,0.07144385183907707,-0.4796444107674235,-0.19282490479689238,-0.23931080148785158,-0.567800312076605,0.06791422113165355,-0.4044390728756379,0.08526520358265562,-0.2787601325274509,-0.32171536613507784,0.5700258419889632,1.238767212721063,-0.050593320135001736,-0.26600844675103785,-0.6144517875138765,-0.5515860665664047,-0.3345140349350565,-0.20963747569274965,0.27162617351169754,0.22011505565616382,-0.12472024564396926,0.8833791416092623,0.17105819076939627,1
fluvastatin,-0.9553823173887555,-0.26061024685513207,-0.42568532040166224,-0.6584204167688714,-0.5109381345087195,0.29115699349717544,0.25522851647656425,-0.11111976528791523,-0.17601231856708568,-0.5378385040624435,-0.4383130704117132,-1.072521413021847,0.15904020551318113,-0.8468974285083405,0.06517184640095101,0.7980362537661518,1.1087241032565605,0.0030639659178527596,-1.3346371716031922,-1.1074402413641096,-1.240179085879637,-0.5370924034654512,-1.554490569448412,-0.5306028625027538,-0.45803185992780104,-0.9100135678695231,-0.22012878068789896,-0.4843717514783176,0.12765059360380532,-1.3596036637539097,0
folic acid,-1.4182721399686204,-0.18180552303081077,0.6547373202270057,-0.08628596151480689,0.19839357413090647,0.3915552783319019,-0.04020242049104175,-0.5041466503896848,0.8712895402312436,-0.3795603533748735,-0.9215949803826561,0.17087976060675558,-0.2524690334512348,-0.21081772462507456,-0.2292272677011192,0.3809398454036608,2.157705981106152,-0.2514773882081961,0.4770868549515945,-0.8290055602302779,-0.7275522447153101,-0.7934628925044539,-0.45246662732242404,0.0555172824159194,-0.0515125594882638,-0.4758111501684749,0.24318460930171523,0.5446254137484577,-0.004636499898007989,0.6423227146867379,0
gefitinib,-1.4994536612912592,-0.7561136745681035,0.08198770453964814,-0.48061945633018116,-0.37092600871543585,0.2630960248969858,0.027624978877530394,-0.2250524181408776,-0.15172460941065657,-0.2967033784294341,-0.21846843749363873,-0.36736367720069113,-0.2890397968648585,-0.23738410768574783,0.02607689993997978,-0.08367475010031308,-0.19430824545661254,0.09127528567871662,0.4961283612726518,0.10568111420525822,0.156345591983877,0.30209920525423595,-0.11810975426519497,-0.497796388948217,-0.22417717165425288,-0.5772299167016982,0.23030038903898983,-0.35364322136533244,-0.25597055103664274,-0.09396111886387988,1
gemfibrozil,-0.5239699096982123,-0.35900662136543676,-0.5870737809420823,0.05807691255737766,-0.6349725841396264,0.25121375230491166,-0.9402646874243401,1.3066568626613466,-0.09698443182034341,0.6211267916993821,0.9771911561172362,1.663167039234694,2.1031472467640135,-0.06940318547800718,0.655518940588924,-1.3266899835603894,0.28759370035747867,0.4516278766192358,-1.2153372445741926,0.9044134388640864,-1.0700650246298489,1.9177554439379205,3.38154539358603,-0.8164662599989737,-0.7285699351093141,0.9139488880092316,-0.0974166760240862,-0.294850928585651,-0.5366461847891306,0.6216736378410012,1
glimepiride,-1.4661806799754147,-0.8610601609344405,0.02760788223396347,-0.42687940738196894,-0.40818314244757675,0.28883222276820314,0.2612748509594691,-0.11924989192745006,-0.45000017635703127,-0.3501423154709617,-0.22513511710811746,-0.147893657588097,0.12006875839484489,-0.5544480008764883,-0.2413553557993369,0.24465581494165453,0.05830977784112938,-0.42291765993502034,0.15033279574316008,-0.037212035046724434,-0.04121608155809616,0.4216489453306518,-0.079991211112318,-0.4579842683470135,-0.5232515930033514,-0.5395481496579276,-0.1169660812321514,-0.06993044055958367,0.14846901088020587,-0.41093189230405225,0
griseofulvin,5.138293378375376,3.3636639498371963,-2.578176969903774,4.867039437100356,0.07781537288842859,3.1306999464719762,1.6467153919862638,-1.475243404614169,-0.3769080932767979,-0.9389252651592771,-2.297484276020126,0.2006133526241406,-0.2553725879482966,-1.0805614656365428,0.1787436214809386,-0.03124125702802211,-4.367694733086595,-0.3744162142650991,-4.459674160707325,-3.7185993230204204,-2.0947113064410208,1.6946067674007432,0.15384186442012032,5.468082584933497,5.774999874927728,10.410562649765732,-4.669350712383954,0.09540160571177322,0.9978867128095209,0.34364134803341345,1
haloperidol,-0.13848357692171567,1.3423803736629187,6.0653286208317105,-0.8303729643296963,-0.49207230895219095,0.41036637688082384,0.369053249029292,-0.921580538391778,0.10094237177455952,-0.46256703283634526,-0.6088838124319421,-1.791026789434118,0.6939830122042934,0.9447925927952121,0.8342357493184305,11.488013998886155,2.503317407608193,9.038413216618583,-1.3768692435452115,8.551172379243951,3.5601804444719,10.026402368928965,-4.875743202174694,-0.7145372954565354,0.5075284744768557,2.022938842157227,-1.1711627012822174,0.5983234775630586,0.5827171723228821,0.5866483012998307,0
hydrochlorothiazide,-0.638193683673152,0.49965850037436105,-0.23038756675364175,-0.12043366420697653,-0.5832348625640318,0.35883718980281204,-0.5858575123066913,0.13277385469794692,-0.26869197072954415,0.1044585489002658,1.4677477574573996,0.8989103633557662,0.8253102859674543,-0.042450980706065275,0.06820756730726002,-1.5666615649149016,0.02601628077261913,1.1990917104902674,-1.0712994795399284,0.22699780683992216,0.30484235048803227,0.17491050617224518,0.851670870229678,-0.29029055995842296,-1.2638296059807608,1.4386861669814766,3.1111709263579135,0.4854611210340266,-0.3221883860655841,0.49355306142440736,0
hydrocortisone,-1.4606247192516342,-0.7677825701754601,0.019525607758138806,-0.46592197473908137,-0.15616268831120006,0.16853587439326168,0.11778778646701706,-0.4558681736807696,-0.2582474671123003,-0.34200398484922206,0.09298388614696387,-0.33937300420123506,-0.7046938382917667,-0.3202903165686973,-0.2399184632865359,0.6571355184368957,-0.4091425812929515,-0.8889703689372026,-0.06720840947203074,-0.8668986691227527,0.42764781107706784,-0.10675850934858284,-0.6315683337373094,-0.09298970894471618,-0.27476863875580865,-0.10375855407599348,-0.3506289979667716,0.020330953987958332,0.5869007732981385,-0.17084161463140707,0
hydroxyurea,-1.4796621439590703,-0.5271858254203183,-0.24504032841636297,-0.3335041448390086,0.13873810759013616,-0.25628063027921466,-0.5898956448757507,0.11232342910265915,-0.2205523498039487,0.5550905262333161,-0.3941914173749239,-1.0344207266408436,-0.16465395419633752,-0.9430379966060133,0.14187622106257508,-1.8546731062060764,3.8368530608616123,-1.0864835242836473,2.109381266575561,4.15657684851019,-1.4519275849746598,-1.4559627643956092,1.6167405051547263,0.29975303724586994,1.6508792258693716,3.089934412837864,-1.5694954489894972,-0.4100654898936202,0.3508846804624733,1.0042095086619958,1
hydroxyzine,-1.291567953047729,-0.7429173637086867,-0.028145496203448236,-0.42368647178624486,-0.3719692571192234,0.3556215297472897,0.2231280907623796,-0.327096751209651,-0.20856174045246947,-0.3586072661781593,0.07379867461196611,-0.45199012526861604,-0.5158146233343797,-0.29302960170424996,-0.3524856863859804,0.5866284089341949,-0.4824481421697022,-0.828217108727981,-0.2471291435392939,-0.7484382083377408,0.19264671306589873,0.09398927316652633,-0.3936300873829338,-0.1700727382394346,-0.01945612954097274,0.3596257489403029,-0.4591440577836107,-0.07232420836723676,0.47506134632521047,0.08725781499419631,0
ibufenac,-1.4721173819963722,-0.9633375484023218,0.03304513266336845,-0.27727364699999546,-0.3144769986465089,0.1149009398652106,0.01655622687903832,0.3199841758763079,-0.13254333257621237,0.29597435946545086,-0.28129720443120704,-0.33414493304756476,0.32063945601578836,-0.7948419238999201,0.09413214526834049,-0.6399820637753195,0.6409780613890896,-0.028055766073423978,0.10761809757256115,0.9950369641760746,-0.6851666524098271,0.480199914503732,0.6753727932970935,0.16942371116340493,-0.1579244952059951,-0.41717531402796654,0.26375248812998,-0.31909746944479833,-0.5792597749592889,0.610901107939121,1
ibuprofen,2.6720636078929547,1.1183988729191618,-1.8952003967411033,3.094320367673708,-0.9271017420380082,1.6405813826746232,-0.8781469040535868,0.4613369698864851,0.04167852271449805,0.7626624223346526,-2.2369015912577637,5.809838860475488,6.766408781068439,-5.003133482129547,2.3002745306582493,-4.338240214112057,-2.647265812011034,3.4215590641019866,-5.367175535228726,3.322536703845081,-0.9306890009329947,0.7279919420600123,0.730532178309016,3.1734977344536834,-1.302089517676584,-2.0773603856950738,-2.7425587887933367,1.013831937350275,0.3469922154518846,0.04928523632874935,0
ifosfamide,-0.7362005173336222,-0.9031601732027646,-0.16595126652211514,0.469332702422841,-0.23489588442416004,0.9326929391256629,-0.3231818105203886,-0.01055369472676517,0.03672589541484437,0.23041221669298656,-0.8116337628016432,-0.5393218149701985,1.0507940641725888,-0.9215196443355868,0.3062719478727552,-2.0106269819117246,0.021909817440868853,0.7982608341994653,-1.3137272137668583,1.231540075986966,-0.8782456279513429,0.6831632257207363,1.3781382727605644,2.5550672320738372,0.9312698977162731,0.9017029073705386,-0.5744599117641562,0.12350991411931335,-0.32709859522766804,0.7144290739398435,0
indomethacin,1.430183006292243,1.8208754692099671,-0.7246304048867857,1.8673663420076647,-1.2578060013095809,0.06237624833441374,-0.5323271029964876,0.9945966279133677,-0.9133374034662555,-0.6061540464979543,-0.8917876576193183,3.2634234873521715,6.849911415026227,-0.12800681480132417,3.515918841794488,-6.542542130412306,-0.4102365418171331,3.1223342673542347,-8.218122807745383,4.312079732340165,1.2852467205887461,-2.4877450747859378,-3.7535360319348987,-0.14410135498924934,-5.079962473363178,-1.4739128165606015,0.8612177835082453,1.0181099178843442,1.7128941407079676,-2.216854996769766,1
irbesartan,-1.4500114649692164,-0.8510481553275805,0.027673018302424607,-0.46270634719375847,-0.4590242151954916,0.29084821048316734,0.2605342070690827,-0.026321620456306396,-0.4692027119978209,-0.2931233898257956,-0.22565440638164433,-0.13030757590305195,0.2851836383085031,-0.5647607237057208,-0.26224388097615325,0.31604734471173845,-0.038947963969489796,-0.3269547396138481,0.11098584917545355,-0.05243120801833104,-0.09174153214259761,0.5037601671579687,0.0692437085000451,-0.45595741956880614,-0.6207295056438695,-0.5897201467133573,-0.16578696760861636,-0.23613015666225853,0.12676110166865448,-0.49683617376900946,0
isoniazid,-0.13079738425501433,-0.8585035531726608,-0.2670771613159009,-0.1308147696757622,1.2182575239095719,-0.35185551839619356,-1.6893494306599968,-0.7027332584560154,-0.6615696250339699,1.5472128882102032,-2.1972375928347896,-0.16295479907449692,1.2490347096360739,3.4658272457518704,1.3298517700782335,-3.7614311620670087,4.431433523623664,-0.7690313834013616,-1.1775731926499664,4.94446680969987,7.59318375755197,-5.751974123749299,-1.6712959291237393,-2.558724595258578,4.4270705672928,5.136726420963006,0.12540845584084226,-4.026689947425166,-5.383712081127596,-5.8290480798578175,1
